"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup packed brown sugar","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","⅓ cup vegetable shortening","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","⅔ cup cold water","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","6 cups all-purpose flour","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons baking soda","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon ground cinnamon","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon ground cloves","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon ground allspice","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon ground ginger","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon salt","",""
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","cooking spray","",""
"","","","Step 1","Combine molasses, brown sugar, and shortening in a large bowl; beat with an electric mixer until smooth and creamy. Add cold water and blend until smooth. (Shortening may separate a bit; this is fine.)"
"","","","Step 2","Sift together flour, baking soda, cinnamon, cloves, allspice, ginger, and salt in a separate bowl. Add flour mixture to molasses mixture, blending until incorporated and dough is soft. Shape dough into 2 balls and place in the refrigerator until chilled, 10 to 15 minutes."
"","","","Step 3","Preheat the oven to 350 degrees F (175 degrees C). Spray a baking sheet with cooking spray."
"","","","Step 4","Working in batches, place one ball of chilled dough on a lightly floured surface and roll to 1/4-inch thickness, or 1/2-inch thickness for softer cookies. Cut out cookies with desired cookie cutters and place 1 inch apart on the prepared baking sheet. Repeat with remaining dough."
"","","","Step 5","Bake cookies in the preheated oven until edges are firm, 12 to 13 minutes. Transfer to a wire rack immediately after baking to cool. Allow to cool completely if frosting."
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","½ cup butter, softened","",""
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons vanilla extract","",""
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","⅛ teaspoon salt","",""
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","2 cups creamy peanut butter","",""
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","2 cups confectioners' sugar","",""
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","2 cups chopped pecans","",""
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","2 ½ cups graham cracker crumbs","",""
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","1 cup confectioners' sugar","",""
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","2 cups semisweet chocolate chips","",""
"Peanut Butter Balls V","https://www.allrecipes.com/recipe/11117/peanut-butter-balls-v/?internalSource=hub%20recipe&referringContentType=Search","2 tablespoons shortening","",""
"","","","Step 1","Cream together the butter, vanilla, salt and peanut butter. Stir in 2 cups of the confectioners' sugar, nuts and all but 1/2 cup of the graham cracker crumbs. Add the last 1/2 cup of graham cracker crumbs only if needed; otherwise it may be difficult to mold the balls."
"","","","Step 2","Form the mixture by hand into 1 inch balls. Roll each ball in the remaining cup of confectioners' sugar. Set the balls in a single layer on a cookie sheet and refrigerate until firm. At this point the cookies may be dipped in melted chocolate or they can be left plain. Store in an airtight container in the refrigerator."
"","","","Step 3","To Dip Balls In Chocolate: In the top half of a double boiler; melt the chocolate chips and shortening just until the chips are melted. Remove from heat but leave over hot water. Insert a toothpick into the chilled balls and dip into the melted chocolate until coated. Set on waxed paper until hardened."
"Chocolate Mint Sugar Cookie Drops","https://www.allrecipes.com/recipe/22231/chocolate-mint-sugar-cookie-drops/?internalSource=hub%20recipe&referringContentType=Search","1 cup white sugar","",""
"Chocolate Mint Sugar Cookie Drops","https://www.allrecipes.com/recipe/22231/chocolate-mint-sugar-cookie-drops/?internalSource=hub%20recipe&referringContentType=Search","¾ cup vegetable oil","",""
"Chocolate Mint Sugar Cookie Drops","https://www.allrecipes.com/recipe/22231/chocolate-mint-sugar-cookie-drops/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Chocolate Mint Sugar Cookie Drops","https://www.allrecipes.com/recipe/22231/chocolate-mint-sugar-cookie-drops/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Chocolate Mint Sugar Cookie Drops","https://www.allrecipes.com/recipe/22231/chocolate-mint-sugar-cookie-drops/?internalSource=hub%20recipe&referringContentType=Search","2 ½ cups all-purpose flour","",""
"Chocolate Mint Sugar Cookie Drops","https://www.allrecipes.com/recipe/22231/chocolate-mint-sugar-cookie-drops/?internalSource=hub%20recipe&referringContentType=Search","1 ½ teaspoons baking powder","",""
"Chocolate Mint Sugar Cookie Drops","https://www.allrecipes.com/recipe/22231/chocolate-mint-sugar-cookie-drops/?internalSource=hub%20recipe&referringContentType=Search","¾ teaspoon salt","",""
"Chocolate Mint Sugar Cookie Drops","https://www.allrecipes.com/recipe/22231/chocolate-mint-sugar-cookie-drops/?internalSource=hub%20recipe&referringContentType=Search","2 cups mint chocolate chips","",""
"Chocolate Mint Sugar Cookie Drops","https://www.allrecipes.com/recipe/22231/chocolate-mint-sugar-cookie-drops/?internalSource=hub%20recipe&referringContentType=Search","¼ cup white sugar for decoration","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C)."
"","","","Step 2","In a medium bowl, mix together 1 cup sugar and vegetable oil. Stir in the egg and vanilla until smooth. Combine the flour, baking powder and salt; gradually stir into the sugar mixture. Mix in mint chocolate chips. Roll the dough into walnut sized balls. Roll each ball in the remaining 1/4 cup of sugar to coat. Place the cookies 2 inches apart onto the cookie sheet."
"","","","Step 3","Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","4 (1 ounce) squares unsweetened chocolate","",""
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","8 (1 ounce) squares semisweet chocolate","",""
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup chocolate covered creamy mints","",""
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups all-purpose flour","",""
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup unsweetened cocoa powder","",""
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ cup butter, softened","",""
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups packed brown sugar","",""
"Mint Chocolate Cookies","https://www.allrecipes.com/recipe/9677/mint-chocolate-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 large eggs eggs","",""
"","","","Step 1","Preheat oven to 325 degrees F (165 degrees C). Line cookie sheets with aluminum foil or baking parchment."
"","","","Step 2","Chop chocolates and mints. Place the chocolates and mints in the top part of a double boiler over medium heat. Stir occasionally until melted and set aside."
"","","","Step 3","In a large bowl, beat the butter until soft. Add vanilla and sugar and mix well. Beat in the eggs one at a time. Stir in the melted chocolate. Sift together the flour, cocoa, and baking soda. Add to mixture and stir until well blended. Drop by tablespoon at least 2 inches apart on cookie sheets."
"","","","Step 4","Bake 15 to 18 minutes until lightly colored. Let cool on wire racks."
"Chocolate Crackle Cookies","https://www.allrecipes.com/recipe/10835/chocolate-crackle-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup semisweet chocolate chips","",""
"Chocolate Crackle Cookies","https://www.allrecipes.com/recipe/10835/chocolate-crackle-cookies/?internalSource=hub%20recipe&referringContentType=Search","⅔ cup butter","",""
"Chocolate Crackle Cookies","https://www.allrecipes.com/recipe/10835/chocolate-crackle-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"Chocolate Crackle Cookies","https://www.allrecipes.com/recipe/10835/chocolate-crackle-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups all-purpose flour","",""
"Chocolate Crackle Cookies","https://www.allrecipes.com/recipe/10835/chocolate-crackle-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons baking soda","",""
"Chocolate Crackle Cookies","https://www.allrecipes.com/recipe/10835/chocolate-crackle-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ cup light corn syrup","",""
"Chocolate Crackle Cookies","https://www.allrecipes.com/recipe/10835/chocolate-crackle-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon salt","",""
"Chocolate Crackle Cookies","https://www.allrecipes.com/recipe/10835/chocolate-crackle-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup white sugar","",""
"Chocolate Crackle Cookies","https://www.allrecipes.com/recipe/10835/chocolate-crackle-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon ground cinnamon","",""
"","","","Step 1","Melt chocolate chips in double boiler. Remove from heat."
"","","","Step 2","Beat butter and sugar till creamy. Add egg and syrup, mix well. Stir in melted chocolate. Add all dry ingredients and mix well."
"","","","Step 3","Roll dough into 1 1/2 inch balls and roll in sugar."
"","","","Step 4","Place 3 inches apart on a ungreased cookie sheet. Bake at 350 degrees F (175 degrees C) for 12 minutes. Let cool briefly before removing from pan."
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups raisins","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup salted peanuts","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","6 cups all-purpose flour","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 teaspoons baking powder","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon salt","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon ground nutmeg","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon ground cinnamon","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups shortening","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 cups white sugar","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups quick cooking oats","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 teaspoons baking soda","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup buttermilk","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup dark molasses","",""
"Amish Oatmeal Cookies","https://www.allrecipes.com/recipe/10900/amish-oatmeal-cookies/?internalSource=hub%20recipe&referringContentType=Search","4 large eggs eggs","",""
"","","","Step 1","Grind raisins and peanuts through food grinder, set aside."
"","","","Step 2","Sift flour, baking powder, salt, nutmeg and cinnamon into a very large bowl. Cut in shortening using a pastry blender until mixture forms fine crumbs."
"","","","Step 3","Add ground raisin mixture, sugar and oats, mix well. Dissolve baking soda in buttermilk in small bowl. Add molasses and 3 of the eggs, beat with rotary beater until blended. Add to flour mixture, mix well with spoon."
"","","","Step 4","Drop by heaping tablespoons about 3 inches apart on greased baking sheets. Flatten each with floured bottom of a drinking glass. Beat 1 egg in a bowl until blended. Brush tops of cookies with egg. Bake at 375 degrees F (190 degrees C) for 8 to 10 minutes or until golden brown."
"Easy to Make Ginger Cookies","https://www.allrecipes.com/recipe/15264/easy-to-make-ginger-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup shortening","",""
"Easy to Make Ginger Cookies","https://www.allrecipes.com/recipe/15264/easy-to-make-ginger-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup confectioners' sugar","",""
"Easy to Make Ginger Cookies","https://www.allrecipes.com/recipe/15264/easy-to-make-ginger-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 egg","",""
"Easy to Make Ginger Cookies","https://www.allrecipes.com/recipe/15264/easy-to-make-ginger-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups all-purpose flour","",""
"Easy to Make Ginger Cookies","https://www.allrecipes.com/recipe/15264/easy-to-make-ginger-cookies/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon baking soda","",""
"Easy to Make Ginger Cookies","https://www.allrecipes.com/recipe/15264/easy-to-make-ginger-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 pinch salt","",""
"Easy to Make Ginger Cookies","https://www.allrecipes.com/recipe/15264/easy-to-make-ginger-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon chopped fresh ginger root","",""
"Easy to Make Ginger Cookies","https://www.allrecipes.com/recipe/15264/easy-to-make-ginger-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup cornstarch","",""
"","","","Step 1","In a medium bowl, cream together the shortening and confectioners' sugar. Stir in the egg. Sift together the flour, baking soda and salt, stir into the creamed mixture. Finally, stir in the ginger. Cover the dough, and refrigerate for at least a 1/2 hour."
"","","","Step 2","Preheat oven to 350 degrees F (175 degrees c)."
"","","","Step 3","Dust a clean, dry surface with corn starch. Roll the dough out to 1/4 inch thickness, and cut out cookies with the cutter of your choice. Place cookies 1 1/2 inches apart on unprepared cookie sheets."
"","","","Step 4","Bake for 8 to 10 minutes in the preheated oven, until cookies are slightly brown at the edges. Remove from baking sheets to cool on wire racks."
"Sugar Cookies VI","https://www.allrecipes.com/recipe/10584/sugar-cookies-vi/?internalSource=hub%20recipe&referringContentType=Search","⅔ cup butter","",""
"Sugar Cookies VI","https://www.allrecipes.com/recipe/10584/sugar-cookies-vi/?internalSource=hub%20recipe&referringContentType=Search","¾ cup white sugar","",""
"Sugar Cookies VI","https://www.allrecipes.com/recipe/10584/sugar-cookies-vi/?internalSource=hub%20recipe&referringContentType=Search","½ cup packed brown sugar","",""
"Sugar Cookies VI","https://www.allrecipes.com/recipe/10584/sugar-cookies-vi/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Sugar Cookies VI","https://www.allrecipes.com/recipe/10584/sugar-cookies-vi/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons vanilla extract","",""
"Sugar Cookies VI","https://www.allrecipes.com/recipe/10584/sugar-cookies-vi/?internalSource=hub%20recipe&referringContentType=Search","2 ½ cups all-purpose flour","",""
"Sugar Cookies VI","https://www.allrecipes.com/recipe/10584/sugar-cookies-vi/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking powder","",""
"Sugar Cookies VI","https://www.allrecipes.com/recipe/10584/sugar-cookies-vi/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon salt","",""
"","","","Step 1","Beat butter or margarine with white and brown sugars. Add both of the eggs and the vanilla (you don't HAVE to have vanilla, you can do without it)."
"","","","Step 2","Add dry ingredients (flour, baking powder, salt) and beat until well mixed."
"","","","Step 3","Cover and put in refrigerator for an hour."
"","","","Step 4","After an hour, roll on a flat, floured surface and cut with cookie cutters (try many different shapes and sizes!) Bake at a medium heat (180 degrees C, 375 degrees F) for about 10 minutes (until you like their color). Good luck!"
